CUSTOMER_ID,AGE_GROUP,GENDER,INCOME_BRACKET,OCCUPATION,EDUCATION_LEVEL,CITY,STATE,OWNERSHIP_DURATION_MONTHS,FIRST_TIME_BUYER
4086,26-35,Female,5-10L,Freelancer,High School,Delhi,Delhi,42,Yes
4087,46-55,Male,<5L,Freelancer,Doctorate,Chennai,Telangana,8,Yes
4088,46-55,Male,<5L,Freelancer,High School,Chennai,Karnataka,19,No
4089,18-25,Female,<5L,Student,Post-Graduate,Hyderabad,Rajasthan,10,No
4090,55+,Other,10-20L,Professional,Doctorate,Mumbai,West Bengal,6,No
4091,55+,Male,>50L,Professional,Post-Graduate,Mumbai,Uttar Pradesh,59,Yes
4092,36-45,Female,5-10L,Freelancer,High School,Chennai,Telangana,45,Yes
4093,18-25,Other,<5L,Student,Graduate,Delhi,Tamil Nadu,39,Yes
4094,46-55,Female,5-10L,Business Owner,Doctorate,Delhi,Maharashtra,7,No
4095,18-25,Female,>50L,Business Owner,Doctorate,Hyderabad,West Bengal,4,No
4096,46-55,Other,5-10L,Business Owner,Post-Graduate,Mumbai,West Bengal,6,Yes
4097,26-35,Other,20-50L,Salaried,Graduate,Mumbai,Rajasthan,51,No
4098,26-35,Other,<5L,Retired,High School,Hyderabad,Maharashtra,37,No
4099,46-55,Female,20-50L,Salaried,Graduate,Mumbai,Uttar Pradesh,58,Yes
4100,55+,Other,10-20L,Freelancer,High School,Delhi,Telangana,21,No
4101,18-25,Male,5-10L,Professional,High School,Mumbai,Gujarat,39,Yes
4102,55+,Male,20-50L,Retired,Post-Graduate,Bangalore,Punjab,12,No
4103,18-25,Male,10-20L,Student,Graduate,Bangalore,Tamil Nadu,12,No
4104,18-25,Male,20-50L,Professional,Doctorate,Bangalore,Telangana,35,No
4105,46-55,Other,5-10L,Salaried,Graduate,Bangalore,Maharashtra,20,No
4106,55+,Other,20-50L,Business Owner,Doctorate,Hyderabad,Uttar Pradesh,7,Yes
4107,55+,Female,<5L,Salaried,Graduate,Delhi,West Bengal,33,No
4108,46-55,Male,>50L,Retired,Post-Graduate,Chennai,Uttar Pradesh,48,No
4109,26-35,Female,5-10L,Retired,High School,Chennai,Telangana,44,Yes
4110,36-45,Female,10-20L,Student,Graduate,Hyderabad,Punjab,5,Yes
4111,26-35,Male,5-10L,Salaried,Graduate,Chennai,Rajasthan,13,Yes
4112,26-35,Male,>50L,Student,Doctorate,Mumbai,Uttar Pradesh,57,Yes
4113,36-45,Male,5-10L,Student,Doctorate,Hyderabad,Tamil Nadu,49,No
4114,55+,Other,20-50L,Retired,Doctorate,Chennai,Delhi,58,Yes
4115,36-45,Other,10-20L,Salaried,High School,Delhi,West Bengal,56,Yes
4116,26-35,Male,10-20L,Freelancer,Graduate,Bangalore,Uttar Pradesh,13,Yes
4117,36-45,Female,5-10L,Retired,High School,Delhi,Tamil Nadu,12,No
4118,18-25,Female,<5L,Freelancer,High School,Chennai,Maharashtra,60,No
4119,18-25,Female,10-20L,Professional,High School,Mumbai,Rajasthan,3,No
4120,36-45,Male,<5L,Student,Graduate,Delhi,Telangana,44,Yes
4121,55+,Male,20-50L,Freelancer,Post-Graduate,Mumbai,Punjab,36,Yes
4122,55+,Female,10-20L,Student,Post-Graduate,Delhi,Rajasthan,4,Yes
4123,46-55,Other,10-20L,Salaried,Doctorate,Chennai,Uttar Pradesh,11,Yes
4124,46-55,Other,10-20L,Retired,Doctorate,Hyderabad,Karnataka,4,No
4125,36-45,Male,5-10L,Business Owner,Doctorate,Delhi,West Bengal,14,Yes
4126,18-25,Other,<5L,Salaried,Doctorate,Mumbai,Maharashtra,41,Yes
4127,18-25,Male,>50L,Student,Doctorate,Delhi,Delhi,23,Yes
4128,26-35,Other,>50L,Professional,High School,Chennai,West Bengal,12,No
4129,55+,Male,<5L,Student,Doctorate,Mumbai,Delhi,26,No
4130,55+,Female,<5L,Retired,High School,Delhi,Punjab,21,No
4131,36-45,Other,10-20L,Business Owner,High School,Bangalore,Uttar Pradesh,29,No
4132,18-25,Female,<5L,Professional,Graduate,Delhi,Delhi,3,Yes
4133,55+,Male,>50L,Retired,Post-Graduate,Hyderabad,Telangana,57,No
4134,18-25,Female,10-20L,Business Owner,Doctorate,Mumbai,West Bengal,25,No
4135,36-45,Female,10-20L,Student,High School,Chennai,Delhi,25,No
4136,36-45,Other,5-10L,Freelancer,High School,Chennai,Rajasthan,24,No
4137,26-35,Other,5-10L,Professional,High School,Mumbai,Uttar Pradesh,50,No
4138,55+,Female,10-20L,Professional,Post-Graduate,Bangalore,Maharashtra,53,No
4139,36-45,Female,20-50L,Student,Doctorate,Chennai,Punjab,6,No
4140,55+,Female,<5L,Salaried,High School,Delhi,Tamil Nadu,50,Yes
4141,36-45,Female,20-50L,Student,Post-Graduate,Chennai,Gujarat,41,Yes
4142,26-35,Other,20-50L,Student,Graduate,Mumbai,Punjab,8,No
4143,36-45,Other,10-20L,Student,Doctorate,Hyderabad,Uttar Pradesh,2,Yes
4144,46-55,Other,20-50L,Business Owner,High School,Chennai,Uttar Pradesh,16,Yes
4145,26-35,Male,20-50L,Salaried,Graduate,Hyderabad,Telangana,56,Yes
4146,18-25,Male,>50L,Freelancer,Graduate,Chennai,Karnataka,42,Yes
4147,36-45,Other,5-10L,Professional,Graduate,Chennai,Uttar Pradesh,11,No
4148,46-55,Female,20-50L,Business Owner,Post-Graduate,Chennai,Karnataka,22,No
4149,26-35,Male,20-50L,Retired,Post-Graduate,Chennai,Tamil Nadu,2,No
4150,26-35,Male,<5L,Retired,High School,Bangalore,West Bengal,51,Yes
4151,46-55,Other,5-10L,Retired,High School,Bangalore,Delhi,13,No
4152,36-45,Female,10-20L,Salaried,Doctorate,Mumbai,Delhi,4,No
4153,36-45,Female,>50L,Freelancer,Doctorate,Hyderabad,Delhi,12,No
4154,36-45,Other,10-20L,Retired,Doctorate,Mumbai,West Bengal,49,No
4155,46-55,Male,<5L,Retired,High School,Delhi,Karnataka,48,Yes
4156,46-55,Male,>50L,Professional,High School,Chennai,Maharashtra,49,Yes
4157,55+,Male,<5L,Professional,Graduate,Hyderabad,Karnataka,12,No
4158,26-35,Other,20-50L,Professional,Post-Graduate,Bangalore,Telangana,7,No
4159,46-55,Female,20-50L,Business Owner,Post-Graduate,Bangalore,Rajasthan,19,Yes
4160,36-45,Other,10-20L,Freelancer,Doctorate,Chennai,Punjab,5,No
4161,18-25,Male,20-50L,Salaried,Graduate,Hyderabad,Tamil Nadu,45,Yes
4162,18-25,Female,>50L,Professional,Doctorate,Hyderabad,Rajasthan,17,Yes
4163,36-45,Female,5-10L,Freelancer,Graduate,Mumbai,Telangana,36,Yes
4164,18-25,Female,<5L,Business Owner,High School,Hyderabad,Telangana,55,No
4165,55+,Other,10-20L,Business Owner,Doctorate,Bangalore,West Bengal,4,Yes
4166,36-45,Other,10-20L,Freelancer,High School,Mumbai,Punjab,31,Yes
4167,26-35,Female,20-50L,Professional,Graduate,Delhi,Gujarat,34,No
4168,46-55,Female,20-50L,Retired,Post-Graduate,Mumbai,Karnataka,41,Yes
4169,46-55,Female,20-50L,Student,High School,Hyderabad,Rajasthan,28,No
4170,55+,Female,20-50L,Business Owner,Post-Graduate,Delhi,Delhi,10,No
4171,18-25,Female,10-20L,Business Owner,Graduate,Hyderabad,Punjab,17,Yes
4172,55+,Male,5-10L,Business Owner,High School,Chennai,Delhi,30,No
4173,46-55,Female,>50L,Professional,High School,Mumbai,Rajasthan,22,No
4174,46-55,Male,<5L,Professional,High School,Mumbai,Tamil Nadu,58,No
4175,18-25,Female,10-20L,Retired,Graduate,Chennai,Karnataka,52,No
4176,26-35,Other,>50L,Salaried,Post-Graduate,Mumbai,Delhi,24,Yes
4177,36-45,Male,>50L,Retired,Graduate,Delhi,Rajasthan,21,Yes
4178,26-35,Female,5-10L,Professional,High School,Hyderabad,Uttar Pradesh,4,Yes
4179,18-25,Female,>50L,Salaried,Graduate,Mumbai,Tamil Nadu,54,Yes
4180,55+,Female,20-50L,Retired,Post-Graduate,Chennai,Punjab,51,No
4181,36-45,Male,<5L,Freelancer,High School,Chennai,Maharashtra,32,Yes
4182,26-35,Male,20-50L,Student,Graduate,Delhi,Rajasthan,57,No
4183,55+,Male,20-50L,Student,Post-Graduate,Mumbai,Karnataka,5,No
4184,46-55,Other,>50L,Professional,Doctorate,Delhi,Rajasthan,31,Yes
4185,46-55,Male,10-20L,Salaried,Post-Graduate,Chennai,Karnataka,41,No
4186,46-55,Male,20-50L,Student,Graduate,Bangalore,Karnataka,40,No
4187,26-35,Other,<5L,Business Owner,Doctorate,Hyderabad,Uttar Pradesh,53,No
4188,26-35,Female,10-20L,Salaried,Doctorate,Chennai,Karnataka,9,No
4189,55+,Male,10-20L,Student,Doctorate,Chennai,Maharashtra,39,No
4190,26-35,Female,>50L,Freelancer,Doctorate,Hyderabad,Maharashtra,59,Yes
4191,46-55,Male,<5L,Student,Graduate,Hyderabad,Karnataka,19,Yes
4192,36-45,Other,>50L,Retired,Doctorate,Chennai,Maharashtra,28,Yes
4193,26-35,Male,>50L,Freelancer,Graduate,Chennai,Uttar Pradesh,29,No
4194,36-45,Female,>50L,Business Owner,Doctorate,Delhi,Punjab,33,Yes
4195,46-55,Male,20-50L,Retired,Graduate,Delhi,Rajasthan,44,Yes
4196,18-25,Other,20-50L,Professional,Doctorate,Bangalore,Uttar Pradesh,45,Yes
4197,26-35,Other,20-50L,Salaried,Doctorate,Hyderabad,Telangana,15,Yes
4198,46-55,Other,5-10L,Student,Doctorate,Mumbai,West Bengal,45,No
4199,55+,Other,10-20L,Salaried,Post-Graduate,Delhi,Delhi,11,Yes
4200,36-45,Other,>50L,Retired,High School,Chennai,Delhi,33,Yes
4201,26-35,Male,<5L,Salaried,Doctorate,Delhi,Rajasthan,16,No
4202,26-35,Other,>50L,Salaried,Graduate,Mumbai,West Bengal,40,Yes
4203,46-55,Female,10-20L,Retired,Post-Graduate,Chennai,Karnataka,17,No
4204,36-45,Male,5-10L,Business Owner,High School,Hyderabad,Rajasthan,57,No
4205,36-45,Female,5-10L,Retired,High School,Bangalore,Maharashtra,9,No
4206,55+,Male,20-50L,Professional,High School,Chennai,Uttar Pradesh,56,No
4207,18-25,Female,>50L,Salaried,Post-Graduate,Mumbai,Gujarat,39,Yes
4208,26-35,Male,10-20L,Retired,Post-Graduate,Mumbai,Gujarat,48,No
4209,18-25,Other,5-10L,Professional,Post-Graduate,Mumbai,Punjab,36,Yes
4210,36-45,Other,10-20L,Freelancer,High School,Mumbai,West Bengal,2,Yes
4211,46-55,Other,5-10L,Salaried,Graduate,Mumbai,Uttar Pradesh,45,Yes
4212,55+,Male,5-10L,Professional,Doctorate,Chennai,Delhi,44,No
4213,18-25,Female,<5L,Salaried,Post-Graduate,Bangalore,Uttar Pradesh,47,Yes
4214,26-35,Female,10-20L,Professional,Doctorate,Delhi,Uttar Pradesh,37,No
4215,18-25,Male,5-10L,Salaried,Graduate,Bangalore,Rajasthan,51,Yes
4216,46-55,Other,10-20L,Business Owner,Post-Graduate,Delhi,Rajasthan,36,Yes
4217,18-25,Male,>50L,Student,Post-Graduate,Bangalore,Uttar Pradesh,21,No
4218,26-35,Other,<5L,Retired,Graduate,Bangalore,Tamil Nadu,8,Yes
4219,36-45,Other,>50L,Salaried,High School,Delhi,Uttar Pradesh,48,Yes
4220,55+,Male,10-20L,Salaried,Graduate,Delhi,Telangana,34,No
4221,55+,Male,10-20L,Freelancer,Graduate,Mumbai,Rajasthan,21,No
4222,46-55,Male,5-10L,Student,High School,Bangalore,Gujarat,45,Yes
4223,46-55,Male,10-20L,Retired,High School,Hyderabad,Uttar Pradesh,29,No
4224,55+,Other,>50L,Salaried,High School,Delhi,West Bengal,4,No
4225,26-35,Female,5-10L,Freelancer,Doctorate,Delhi,Rajasthan,3,Yes
4226,55+,Male,10-20L,Salaried,Graduate,Chennai,Uttar Pradesh,59,Yes
4227,36-45,Male,<5L,Salaried,Doctorate,Hyderabad,Delhi,55,Yes
4228,36-45,Other,20-50L,Salaried,Doctorate,Hyderabad,Gujarat,26,No
4229,26-35,Female,20-50L,Salaried,Graduate,Bangalore,Telangana,11,Yes
4230,36-45,Other,<5L,Professional,Graduate,Hyderabad,West Bengal,14,Yes
4231,36-45,Male,20-50L,Salaried,High School,Mumbai,Uttar Pradesh,49,Yes
4232,46-55,Female,<5L,Retired,Graduate,Hyderabad,Delhi,1,Yes
4233,36-45,Other,>50L,Retired,High School,Hyderabad,West Bengal,7,Yes
4234,46-55,Other,20-50L,Student,Post-Graduate,Bangalore,Tamil Nadu,29,No
4235,26-35,Female,>50L,Student,Post-Graduate,Delhi,Uttar Pradesh,38,No
4236,55+,Female,5-10L,Business Owner,Graduate,Hyderabad,West Bengal,59,No
4237,55+,Other,5-10L,Business Owner,High School,Delhi,West Bengal,24,No
4238,46-55,Other,<5L,Student,Graduate,Chennai,West Bengal,16,No
4239,36-45,Other,<5L,Retired,Post-Graduate,Mumbai,Telangana,51,No
4240,55+,Female,20-50L,Student,Post-Graduate,Hyderabad,Tamil Nadu,54,Yes
4241,18-25,Male,>50L,Freelancer,Post-Graduate,Mumbai,Karnataka,9,No
4242,46-55,Male,10-20L,Retired,High School,Delhi,Maharashtra,54,No
4243,46-55,Other,20-50L,Salaried,High School,Hyderabad,Punjab,37,Yes
4244,18-25,Female,<5L,Business Owner,Doctorate,Hyderabad,Delhi,59,Yes
4245,18-25,Other,10-20L,Salaried,High School,Bangalore,Punjab,49,Yes
4246,55+,Female,5-10L,Student,Post-Graduate,Mumbai,Maharashtra,3,Yes
4247,36-45,Other,>50L,Professional,High School,Mumbai,Punjab,59,Yes
4248,36-45,Male,5-10L,Student,Graduate,Delhi,West Bengal,49,No
4249,26-35,Other,<5L,Freelancer,Doctorate,Delhi,Uttar Pradesh,29,No
4250,36-45,Other,10-20L,Retired,High School,Mumbai,Tamil Nadu,12,Yes
4251,46-55,Other,<5L,Business Owner,Graduate,Hyderabad,Rajasthan,29,Yes
4252,36-45,Male,>50L,Retired,Doctorate,Delhi,West Bengal,6,No
4253,46-55,Other,>50L,Freelancer,Post-Graduate,Delhi,Telangana,55,No
4254,26-35,Male,<5L,Freelancer,High School,Bangalore,Karnataka,20,Yes
4255,46-55,Female,20-50L,Retired,Graduate,Chennai,Maharashtra,17,Yes
4256,55+,Female,<5L,Student,Post-Graduate,Chennai,Rajasthan,30,No
4257,36-45,Male,20-50L,Freelancer,Graduate,Mumbai,Punjab,34,Yes
4258,55+,Male,5-10L,Retired,Graduate,Mumbai,Tamil Nadu,48,Yes
4259,26-35,Female,>50L,Freelancer,High School,Mumbai,Tamil Nadu,6,No
4260,36-45,Other,20-50L,Professional,Doctorate,Hyderabad,Punjab,31,Yes
4261,26-35,Other,<5L,Freelancer,Doctorate,Delhi,Maharashtra,33,No
4262,36-45,Other,5-10L,Freelancer,Graduate,Hyderabad,Tamil Nadu,7,No
4263,18-25,Male,5-10L,Salaried,Doctorate,Hyderabad,Karnataka,22,No
4264,55+,Other,10-20L,Business Owner,High School,Chennai,Rajasthan,27,Yes
4265,18-25,Other,20-50L,Business Owner,Post-Graduate,Mumbai,Maharashtra,17,Yes
4266,55+,Female,20-50L,Retired,Graduate,Bangalore,West Bengal,60,Yes
4267,55+,Male,>50L,Student,High School,Hyderabad,Uttar Pradesh,13,Yes
4268,55+,Other,10-20L,Salaried,Doctorate,Bangalore,Rajasthan,15,No
4269,26-35,Male,<5L,Retired,Post-Graduate,Chennai,Tamil Nadu,37,No
4270,46-55,Female,10-20L,Student,Post-Graduate,Delhi,Delhi,28,No
4271,18-25,Other,10-20L,Freelancer,Doctorate,Delhi,West Bengal,32,No
4272,26-35,Female,>50L,Student,High School,Bangalore,Rajasthan,4,No
4273,55+,Male,5-10L,Retired,High School,Chennai,Uttar Pradesh,52,Yes
4274,26-35,Male,10-20L,Student,Doctorate,Hyderabad,Karnataka,42,Yes
4275,55+,Other,10-20L,Retired,Post-Graduate,Chennai,Gujarat,22,Yes
4276,26-35,Male,<5L,Retired,Doctorate,Hyderabad,Rajasthan,6,No
4277,36-45,Other,20-50L,Retired,Post-Graduate,Hyderabad,Punjab,7,No
4278,46-55,Other,10-20L,Professional,Doctorate,Delhi,Tamil Nadu,59,Yes
4279,36-45,Male,<5L,Student,High School,Mumbai,Rajasthan,57,No
4280,18-25,Female,10-20L,Retired,Graduate,Mumbai,Punjab,25,Yes
4281,36-45,Female,20-50L,Freelancer,Doctorate,Hyderabad,Maharashtra,57,No
4282,26-35,Female,<5L,Freelancer,Post-Graduate,Mumbai,Telangana,42,No
4283,36-45,Other,>50L,Business Owner,Graduate,Chennai,Delhi,16,No
4284,46-55,Female,5-10L,Freelancer,Post-Graduate,Mumbai,West Bengal,42,Yes
4285,18-25,Other,>50L,Professional,High School,Delhi,Punjab,36,Yes
4286,18-25,Male,<5L,Salaried,Post-Graduate,Mumbai,Delhi,31,Yes
4287,18-25,Female,10-20L,Business Owner,High School,Chennai,Gujarat,33,No
4288,18-25,Female,5-10L,Freelancer,Doctorate,Hyderabad,Punjab,33,No
4289,55+,Male,>50L,Retired,Doctorate,Mumbai,Punjab,52,No
4290,55+,Other,10-20L,Student,Graduate,Mumbai,Gujarat,37,No
4291,55+,Male,<5L,Freelancer,Graduate,Mumbai,Gujarat,23,No
4292,26-35,Male,20-50L,Retired,High School,Mumbai,Tamil Nadu,31,Yes
4293,18-25,Other,>50L,Student,Doctorate,Bangalore,Tamil Nadu,20,Yes
4294,55+,Male,10-20L,Freelancer,High School,Chennai,Punjab,60,No
4295,18-25,Other,<5L,Freelancer,High School,Mumbai,Telangana,57,Yes
4296,26-35,Female,5-10L,Business Owner,High School,Mumbai,West Bengal,23,Yes
4297,18-25,Other,<5L,Student,Post-Graduate,Chennai,Gujarat,57,No
4298,26-35,Female,5-10L,Salaried,Graduate,Delhi,Delhi,20,No
4299,18-25,Other,<5L,Professional,Graduate,Bangalore,Punjab,47,No
4300,36-45,Female,>50L,Professional,Post-Graduate,Mumbai,Tamil Nadu,57,No
4301,55+,Male,>50L,Salaried,High School,Bangalore,Tamil Nadu,56,No
4302,46-55,Female,<5L,Retired,Doctorate,Delhi,West Bengal,56,No
4303,36-45,Male,5-10L,Retired,Post-Graduate,Delhi,Uttar Pradesh,32,Yes
4304,18-25,Male,<5L,Business Owner,Post-Graduate,Delhi,Maharashtra,21,No
4305,55+,Male,10-20L,Salaried,Post-Graduate,Chennai,Delhi,51,Yes
4306,55+,Other,20-50L,Salaried,Doctorate,Mumbai,Karnataka,58,No
4307,46-55,Female,20-50L,Professional,High School,Hyderabad,Telangana,20,Yes
4308,36-45,Female,5-10L,Business Owner,Doctorate,Hyderabad,Maharashtra,20,No
4309,55+,Male,>50L,Retired,High School,Chennai,Punjab,39,Yes
4310,36-45,Other,20-50L,Professional,High School,Hyderabad,Tamil Nadu,25,Yes
4311,26-35,Female,>50L,Professional,Doctorate,Bangalore,Rajasthan,27,Yes
4312,18-25,Male,20-50L,Professional,Post-Graduate,Mumbai,Punjab,37,No
4313,26-35,Female,>50L,Business Owner,High School,Mumbai,Tamil Nadu,21,Yes
4314,36-45,Female,<5L,Student,Post-Graduate,Bangalore,West Bengal,48,No
4315,55+,Male,20-50L,Business Owner,Doctorate,Delhi,Punjab,27,Yes
4316,55+,Other,<5L,Business Owner,Post-Graduate,Chennai,Gujarat,3,Yes
4317,18-25,Female,20-50L,Retired,High School,Mumbai,Punjab,24,Yes
4318,18-25,Male,>50L,Freelancer,Doctorate,Hyderabad,Tamil Nadu,18,Yes
4319,26-35,Male,>50L,Professional,Doctorate,Mumbai,Punjab,3,Yes
4320,46-55,Other,5-10L,Retired,Post-Graduate,Mumbai,Telangana,37,No
4321,18-25,Female,>50L,Salaried,Doctorate,Bangalore,Gujarat,34,Yes
4322,36-45,Other,<5L,Professional,High School,Hyderabad,Punjab,18,No
4323,18-25,Male,5-10L,Retired,High School,Mumbai,Uttar Pradesh,54,No
4324,36-45,Female,20-50L,Salaried,Doctorate,Bangalore,Karnataka,32,No
4325,36-45,Other,20-50L,Retired,Post-Graduate,Hyderabad,Punjab,31,Yes
4326,26-35,Other,10-20L,Retired,Post-Graduate,Hyderabad,Maharashtra,21,Yes
4327,18-25,Male,<5L,Freelancer,Graduate,Delhi,Punjab,13,No
4328,55+,Male,>50L,Student,Post-Graduate,Hyderabad,Telangana,57,No
4329,26-35,Other,<5L,Student,Doctorate,Chennai,Karnataka,40,Yes
4330,46-55,Other,>50L,Freelancer,Graduate,Mumbai,Uttar Pradesh,5,No
4331,26-35,Male,20-50L,Freelancer,Graduate,Mumbai,Punjab,44,No
4332,46-55,Other,5-10L,Salaried,Post-Graduate,Delhi,West Bengal,11,No
4333,18-25,Male,<5L,Freelancer,Graduate,Hyderabad,Punjab,48,No
4334,18-25,Other,5-10L,Freelancer,Doctorate,Mumbai,Maharashtra,44,Yes
4335,18-25,Female,20-50L,Student,Post-Graduate,Chennai,Gujarat,41,Yes
4336,46-55,Male,5-10L,Professional,Post-Graduate,Delhi,Karnataka,25,Yes
4337,26-35,Female,>50L,Salaried,Post-Graduate,Mumbai,Maharashtra,7,No
4338,18-25,Female,<5L,Business Owner,High School,Mumbai,West Bengal,51,Yes
4339,26-35,Other,>50L,Salaried,Graduate,Bangalore,West Bengal,50,Yes
4340,36-45,Other,20-50L,Professional,Doctorate,Delhi,Gujarat,14,No
4341,26-35,Other,>50L,Student,Doctorate,Bangalore,Uttar Pradesh,25,No
4342,46-55,Female,5-10L,Freelancer,Post-Graduate,Hyderabad,Delhi,45,Yes
4343,36-45,Male,>50L,Professional,Doctorate,Chennai,Uttar Pradesh,32,Yes
4344,36-45,Other,20-50L,Freelancer,High School,Mumbai,Gujarat,51,No
4345,36-45,Male,20-50L,Business Owner,High School,Delhi,Gujarat,43,No
4346,46-55,Male,<5L,Business Owner,Doctorate,Hyderabad,Rajasthan,52,Yes
4347,46-55,Female,5-10L,Salaried,Doctorate,Delhi,West Bengal,32,No
4348,26-35,Male,5-10L,Student,Doctorate,Bangalore,Rajasthan,46,Yes
4349,26-35,Other,20-50L,Student,Graduate,Mumbai,Delhi,17,Yes
4350,46-55,Male,>50L,Business Owner,Doctorate,Mumbai,Maharashtra,52,No
4351,18-25,Other,>50L,Student,High School,Hyderabad,Delhi,47,No
4352,46-55,Male,20-50L,Professional,High School,Chennai,Telangana,39,No
4353,36-45,Female,>50L,Freelancer,Post-Graduate,Bangalore,Uttar Pradesh,59,No
4354,18-25,Other,>50L,Salaried,Doctorate,Chennai,Tamil Nadu,4,No
4355,36-45,Female,10-20L,Salaried,High School,Delhi,Punjab,1,Yes
4356,46-55,Male,<5L,Business Owner,High School,Mumbai,Punjab,55,No
4357,36-45,Female,20-50L,Salaried,Post-Graduate,Hyderabad,Punjab,42,No
4358,46-55,Male,10-20L,Salaried,Graduate,Bangalore,Karnataka,31,Yes
4359,36-45,Male,5-10L,Retired,Graduate,Bangalore,Uttar Pradesh,26,No
4360,36-45,Female,>50L,Student,High School,Mumbai,West Bengal,8,Yes
4361,18-25,Male,5-10L,Retired,Graduate,Delhi,Delhi,19,Yes
4362,36-45,Other,10-20L,Salaried,Graduate,Hyderabad,Telangana,34,Yes
4363,18-25,Female,20-50L,Student,High School,Delhi,Telangana,31,Yes
4364,26-35,Other,>50L,Freelancer,Post-Graduate,Chennai,Punjab,53,No
4365,36-45,Other,20-50L,Student,Post-Graduate,Mumbai,Punjab,14,No
4366,46-55,Female,20-50L,Business Owner,High School,Hyderabad,Tamil Nadu,11,No
4367,18-25,Other,>50L,Salaried,Post-Graduate,Delhi,Uttar Pradesh,45,No
4368,18-25,Male,5-10L,Salaried,Graduate,Delhi,Maharashtra,14,No
4369,55+,Other,10-20L,Salaried,Doctorate,Mumbai,West Bengal,57,No
4370,46-55,Male,10-20L,Salaried,Doctorate,Bangalore,Rajasthan,49,Yes
4371,36-45,Male,<5L,Professional,Doctorate,Chennai,Telangana,33,No
4372,26-35,Other,>50L,Freelancer,Post-Graduate,Bangalore,West Bengal,33,No
4373,55+,Female,5-10L,Retired,Graduate,Chennai,West Bengal,35,No
4374,46-55,Female,>50L,Business Owner,Post-Graduate,Bangalore,West Bengal,40,Yes
4375,55+,Female,10-20L,Salaried,Post-Graduate,Hyderabad,Tamil Nadu,59,No
4376,26-35,Female,>50L,Business Owner,Graduate,Delhi,West Bengal,41,Yes
4377,55+,Male,20-50L,Professional,Post-Graduate,Delhi,Gujarat,33,Yes
4378,18-25,Male,5-10L,Retired,Post-Graduate,Chennai,Punjab,18,No
4379,18-25,Female,10-20L,Salaried,High School,Hyderabad,Delhi,53,No
4380,36-45,Other,10-20L,Student,High School,Delhi,West Bengal,29,Yes
4381,55+,Other,20-50L,Retired,Graduate,Chennai,Karnataka,48,Yes
4382,46-55,Female,20-50L,Business Owner,Post-Graduate,Chennai,Telangana,33,No
4383,26-35,Female,20-50L,Professional,Graduate,Hyderabad,Tamil Nadu,48,No
4384,36-45,Female,>50L,Business Owner,Post-Graduate,Delhi,Rajasthan,22,No
4385,18-25,Female,20-50L,Retired,Post-Graduate,Chennai,Uttar Pradesh,13,Yes
4386,18-25,Male,5-10L,Retired,Doctorate,Hyderabad,Karnataka,41,No
4387,36-45,Female,20-50L,Business Owner,High School,Delhi,Karnataka,38,No
4388,55+,Female,>50L,Salaried,Graduate,Chennai,West Bengal,17,No
4389,46-55,Male,5-10L,Professional,Post-Graduate,Hyderabad,Maharashtra,40,Yes
4390,46-55,Male,5-10L,Business Owner,Graduate,Delhi,West Bengal,7,No
4391,46-55,Other,<5L,Freelancer,Doctorate,Chennai,Gujarat,2,No
4392,46-55,Male,5-10L,Business Owner,Doctorate,Mumbai,West Bengal,37,No
4393,18-25,Female,10-20L,Retired,Graduate,Delhi,West Bengal,15,Yes
4394,46-55,Male,5-10L,Student,Graduate,Chennai,Punjab,21,Yes
4395,36-45,Female,>50L,Salaried,Doctorate,Chennai,Rajasthan,28,No
4396,18-25,Male,>50L,Business Owner,Graduate,Chennai,Gujarat,39,No
4397,26-35,Female,10-20L,Retired,Graduate,Mumbai,Maharashtra,2,No
4398,55+,Other,5-10L,Salaried,Doctorate,Delhi,Rajasthan,6,No
4399,36-45,Male,5-10L,Professional,Graduate,Hyderabad,Maharashtra,43,Yes
4400,26-35,Other,10-20L,Professional,Doctorate,Mumbai,Karnataka,21,No
4401,46-55,Other,10-20L,Business Owner,Post-Graduate,Chennai,Maharashtra,28,No
4402,18-25,Male,10-20L,Freelancer,Graduate,Bangalore,Rajasthan,6,Yes
4403,55+,Female,5-10L,Retired,Post-Graduate,Bangalore,Uttar Pradesh,25,Yes
4404,46-55,Female,5-10L,Salaried,Graduate,Delhi,Rajasthan,22,No
4405,55+,Male,>50L,Retired,High School,Chennai,Rajasthan,15,Yes
4406,18-25,Other,10-20L,Freelancer,High School,Hyderabad,Tamil Nadu,39,Yes
4407,18-25,Other,<5L,Salaried,Doctorate,Chennai,West Bengal,52,Yes
4408,46-55,Female,<5L,Freelancer,Doctorate,Hyderabad,West Bengal,32,Yes
4409,26-35,Female,<5L,Retired,Doctorate,Chennai,Gujarat,41,No
4410,18-25,Other,>50L,Student,Graduate,Hyderabad,West Bengal,35,No
4411,46-55,Male,10-20L,Professional,Graduate,Hyderabad,Gujarat,11,Yes
4412,18-25,Male,<5L,Freelancer,High School,Delhi,Delhi,38,Yes
4413,36-45,Male,5-10L,Professional,Graduate,Delhi,West Bengal,30,No
4414,55+,Other,20-50L,Business Owner,Post-Graduate,Delhi,Uttar Pradesh,51,Yes
4415,46-55,Female,>50L,Salaried,Post-Graduate,Hyderabad,Maharashtra,39,No
4416,26-35,Male,5-10L,Freelancer,Post-Graduate,Hyderabad,Gujarat,2,No
